id,name,created_at,favorite_count,retweet_count,text
1587889784621522947,JoeBiden,2022-11-02 19:30:00+00:00,67904,7577,"There’s nothing like a triple-thick black and white milkshake to celebrate my granddaughter Natalie’s first time voting.

Make your plan to vote early or on Election Day at https://t.co/Hy8C4mIL2M. https://t.co/o4cNMzeqsU"
1587844512377933824,JoeBiden,2022-11-02 16:30:07+00:00,3190,665,"I'm heading to New Mexico tomorrow, November 3, for a grassroots rally to discuss the importance of the midterm elections.

Join me: 
https://t.co/6lhLgUyOlo"
1587810523898322947,JoeBiden,2022-11-02 14:15:03+00:00,31434,8276,"Social Security.
Medicare.
A woman’s right to choose.
Voting rights.

It’s all at stake. Vote early or on Election Day."
1587609184920653828,JoeBiden,2022-11-02 00:55:00+00:00,7957,1996,"Don’t sit this election out. 

Vote early or on Election Day. https://t.co/Hy8C4mIL2M"
1587581791724273664,JoeBiden,2022-11-01 23:06:09+00:00,3939,842,"With one week to go until Election Day, I’m taking the stage in Florida to rally voters and talk about the choice we face as a country. Listen in. https://t.co/plrq9G42UO"
1587560866685124608,JoeBiden,2022-11-01 21:43:00+00:00,40521,8929,"I’m absolutely confident that, just as they did in 2020, the American people will again vote in record numbers and make it clear that democracy is a value that defines us and unites us as Americans.

The stakes couldn’t be higher."
1587511059728007168,JoeBiden,2022-11-01 18:25:05+00:00,14918,4117,The choice for seniors is clear. https://t.co/cPi57gF2sA
1587443101790048258,JoeBiden,2022-11-01 13:55:03+00:00,52758,8170,"One more week until Election Day. 

Let’s do this, America."
1587254848940085253,JoeBiden,2022-11-01 01:27:00+00:00,21019,5904,"Democrats will protect Social Security.
We’ll protect Medicare.  

Republicans like Rick Scott and Ron Johnson want to put it on the chopping block."
1587210314663215105,JoeBiden,2022-10-31 22:30:02+00:00,4323,947,"With Election Day right around the corner, I’m heading to Florida to get out the vote for Democrats up and down the ballot. RSVP today to join.
https://t.co/pGAMrmca3g"
1587179858236305408,JoeBiden,2022-10-31 20:29:01+00:00,27226,6147,"I know which side I’m on.
https://t.co/RBiVHJqetY"
1587147915050500103,JoeBiden,2022-10-31 18:22:05+00:00,8964,1935,Make your plan to vote early or on Election Day at https://t.co/Hy8C4mIL2M.
1587099898855542784,JoeBiden,2022-10-31 15:11:17+00:00,14598,3536,"If we elect more Senate Democrats and keep control of the House, we’re going to codify Roe v Wade in January. https://t.co/7fhRz8RcQY"
1586836594618617857,JoeBiden,2022-10-30 21:45:00+00:00,6392,1400,"Nine more days. 

Know where to vote: https://t.co/Hy8C4n0lUk
Donate: https://t.co/UlQBLUUGoS
Volunteer: https://t.co/V9MzpvQJcq"
1586780222380462081,JoeBiden,2022-10-30 18:01:00+00:00,78781,14453,"We lost over 180,000 manufacturing jobs under the last guy.

We’ve created 700,000 manufacturing jobs on my watch."
1586497656251105282,JoeBiden,2022-10-29 23:18:11+00:00,29438,6666,"If we elect more Democrats to the Senate and keep the House, here is the promise I make to you and the American people: The first bill that I will send to Congress will be to codify Roe v. Wade. https://t.co/CvyB3xUzAK"
1586458855143268352,JoeBiden,2022-10-29 20:44:00+00:00,20118,5252,"The previous president made a string of broken promises in places like Wisconsin, Indiana, and Ohio, where promised investments and jobs in manufacturing never materialized, but layoffs and shuttered factories did. 

Now, Made in America isn't just a slogan. It's a reality."
1586374299543281664,JoeBiden,2022-10-29 15:08:01+00:00,36237,9014,"The final say on Roe v. Wade does not rest in the court. 

It does not rest with extremist Republicans in Congress.

If you do your part and vote, Democratic leaders in Congress will do their part. I’ll do my part. With your support, I will sign a law codifying Roe in January."
1586166175502925825,JoeBiden,2022-10-29 01:21:00+00:00,24040,7147,"Republicans are determined to hold the economy hostage. Either give in to their demands to cut Social Security and Medicare, which millions of Americans rely on, or they’ll crash the economy. 

Let me be clear: I will not cut Social Security and Medicare."
1586109805214765059,JoeBiden,2022-10-28 21:37:00+00:00,27014,6323,"In 2020, you voted and delivered the change you wanted to see in the world.

In 2022, you need to exercise your power to vote again for the future of our nation."
1586025192303869953,JoeBiden,2022-10-28 16:00:47+00:00,18455,4492,"This election is a choice between two vastly different visions for America. 

Democrats are reducing everyday costs and lowering the deficit. 
Republicans are fiscally reckless and pushing tax cuts for the wealthy."
1586006140155994114,JoeBiden,2022-10-28 14:45:05+00:00,30433,9121,"Under my watch, the economy has added nearly 700,000 manufacturing jobs. The last guy had a different track record.
https://t.co/z9hpuGhQo6"
1585807814555062274,JoeBiden,2022-10-28 01:37:00+00:00,66994,13399,"You can’t be pro-insurrection and pro-cop. 
You can’t be pro-insurrection and pro-democracy. 
You can’t be pro-insurrection and pro-American."
1585768344057253897,JoeBiden,2022-10-27 23:00:10+00:00,32919,9348,"I want to remind us how we felt when Roe v. Wade was overturned.

Anger.
Worry.
Disbelief.
 
The unbelievable fact that the Supreme Court didn’t just fail to preserve a constitutional freedom—it took away a right. 

If you care about the right to choose, you have to vote."
1585743144305442817,JoeBiden,2022-10-27 21:20:01+00:00,18306,5221,"While Republicans have boldly stated that they want to cut Social Security and Medicare, Democrats will protect these programs. 

The choice couldn't be clearer."
1585715474893099008,JoeBiden,2022-10-27 19:30:05+00:00,9743,2661,"Today, we got further evidence that our economic recovery is continuing to power forward. This is a testament to the resilience of the American people.

The Third Quarter GDP report shows that Americans’ incomes were up and price increases in the economy came down."
1585687523988209675,JoeBiden,2022-10-27 17:39:01+00:00,6555,1737,"The extreme Republicans who have spent decades trying to overturn Roe v. Wade have no clue about the power of women. 

They’re about to find out. 

Make a plan to vote at https://t.co/Hy8C4mIL2M today."
1585632660252000257,JoeBiden,2022-10-27 14:01:00+00:00,4785,1219,"In states across the country, many voters are already able to cast their ballot in the midterm elections. 

Head to https://t.co/Hy8C4n0lUk for more information. https://t.co/4Dq1uMBFgT"
1585443668810469376,JoeBiden,2022-10-27 01:30:01+00:00,130267,28331,"Marjorie Taylor Greene got $180,000 in business loans forgiven from the PPP program but said it's ""completely unfair"" for us to forgive student loans for working- and middle-class Americans. 

You can’t make this stuff up."
1585405666038005762,JoeBiden,2022-10-26 22:59:00+00:00,2536,549,"We've made updated COVID-19 vaccines easy to get and available for free at tens of thousands of convenient locations. These include local pharmacies, doctor's offices, community health centers, and rural health clinics.

Find an appointment at https://t.co/EwdQ2dFHwG today."
1585372862826876933,JoeBiden,2022-10-26 20:48:39+00:00,8341,2313,"If we elect more Democrats to the Senate and keep the House, here is the promise I make to you and the American people: The first bill that I will send to Congress will be to codify Roe v. Wade. https://t.co/j0jWQOGCa4"
1585341755855077389,JoeBiden,2022-10-26 18:45:03+00:00,17453,3847,"As soon as I announced our student debt relief plan, Republican members of Congress and Republican governors started attacking it. Their outrage is wrong, and it is hypocritical. 

But we're not letting that get in the way."
1585296671008768000,JoeBiden,2022-10-26 15:45:54+00:00,42093,13635,"If Dr. Oz gets his way, where does this end? Would he recommend local officials make decisions about cancer treatments? Colonoscopies? Or is this kind of scrutiny reserved just for women? https://t.co/aXmVfTAl1v"
1585261410589806592,JoeBiden,2022-10-26 13:25:47+00:00,3492,953,"Your vote can help move our country forward this November.

Join @BarackObama in making a plan to vote at https://t.co/Hy8C4mIL2M.
https://t.co/iPqIEp7CrE"
1585083541955780608,JoeBiden,2022-10-26 01:39:00+00:00,45860,8718,"Republican governors wrote me a letter saying student debt relief only helps the “elite few.”

Ted Cruz, the great senator from Texas, said it's for slackers who don't deserve relief. 

Who in the hell do they think they are?"
1585057371004571650,JoeBiden,2022-10-25 23:55:00+00:00,16989,3942,"Democrats are lowering your everyday costs like prescription drugs, health care costs, and energy bills.

Republicans have made it clear: They want to increase everyday costs."
1585028431946739712,JoeBiden,2022-10-25 22:00:01+00:00,59686,15038,I don't want to hear it from MAGA Republicans. https://t.co/8FXRmZdE7C
1585000749502709760,JoeBiden,2022-10-25 20:10:01+00:00,7846,2152,"Democracy is being put to the test in America. You have to defend it. Protect it. Choose it. 

We must decide whether we keep moving forward or go backwards.
https://t.co/iZHWZWdkE4"
1584975698627887127,JoeBiden,2022-10-25 18:30:28+00:00,4996,1262,Call a friend and remind them to vote early or on Election Day. Go to https://t.co/V9Mzpw8kB0 to get involved. https://t.co/m8UaqsAD55
1584944130190458882,JoeBiden,2022-10-25 16:25:02+00:00,9536,2177,"If you have student loan debt, you can apply for relief at https://t.co/so4PFkH2UC.

There are no forms to upload and no special log-in to remember. 

It takes less than five minutes."
1584628309815689219,JoeBiden,2022-10-24 19:30:04+00:00,14591,4111,"Democrats are building a better America for everyone, with an economy that grows from the bottom up and the middle out.

Republicans are doubling down on their mega MAGA trickle-down economics that benefits the very wealthy. It failed the country before, and would fail us again."
1584597601407705088,JoeBiden,2022-10-24 17:28:03+00:00,3783,889,"With just over two weeks to go until the midterm elections, I’m thanking Democratic staff and volunteers who are getting out the vote and discussing the progress we’ve made under our leadership—including 10 million jobs since I came into office. Tune in. 
https://t.co/e0Jv5ACv3c"
1584556593978408964,JoeBiden,2022-10-24 14:45:06+00:00,48350,10149,"If we elect two more Democratic senators and keep control of the House, here is my promise to the American people:

The first bill I will send to Congress will be to codify Roe v. Wade. When passed, I will sign it in January—50 years after Roe was decided the law of the land."
1584311205212356608,JoeBiden,2022-10-23 22:30:01+00:00,31260,7312,Whether you’re an early voter or showing up on Election Day—get to the polls and make your voice heard.
1584270251641909250,JoeBiden,2022-10-23 19:47:16+00:00,17847,5304,You can't be pro-insurrection and pro-cop. https://t.co/iwWk26Zxbm
1583973477748391936,JoeBiden,2022-10-23 00:08:00+00:00,18505,7066,"Republican leaders said if they get their way, they're going to extend the Trump tax cuts and repeal the minimum corporate tax of 15% that I just signed into law. 

They would allow the many largest corporations in America to go back to paying zero in federal income tax."
1583835632396251137,JoeBiden,2022-10-22 15:00:15+00:00,30666,8051,"Let's look at the facts: The federal deficit went up every single year in the Trump administration. 

On my watch, things have been different. The deficit has come down both years that I've been in office."
1583628452904804353,JoeBiden,2022-10-22 01:17:00+00:00,38140,14019,This is not your father’s Republican Party. https://t.co/00twJicOdb
1583571922440241153,JoeBiden,2022-10-21 21:32:22+00:00,33201,9768,Make a plan to vote: https://t.co/Hy8C4n0lUk. https://t.co/THJzus1UFU
1583538101212762112,JoeBiden,2022-10-21 19:17:58+00:00,37532,8699,"This year the deficit fell by $1.4 trillion, the largest one-year drop in American history. 

Further proof that we're rebuilding the economy in a responsible way."
1583506156546236421,JoeBiden,2022-10-21 17:11:02+00:00,6770,1547,I believe this is the most important off-year election that we’ve had in generations. Don’t sit this out: Sign up to get involved today by visiting https://t.co/V9MzpvQJcq.
1583269592478396416,JoeBiden,2022-10-21 01:31:01+00:00,18424,6542,"When it came time to actually do something about inflation, Republicans said no. https://t.co/5Ghwqkl0Y3"
1583216496771211264,JoeBiden,2022-10-20 22:00:02+00:00,9646,3718,"Democrats capped out-of-pocket drug expenses for seniors on Medicare at $2,000 a year—and every single Republican in Congress voted against it. https://t.co/MsI2jQpuZ4"
1583150053707120641,JoeBiden,2022-10-20 17:36:00+00:00,25667,9091,"195 House Republicans voted against a bill to protect birth control access.

157 House Republicans voted against a bill to protect marriage equality.

210 House Republicans voted against a bill to codify Roe v. Wade.

They are determined to take this country backwards."
1582907956542132224,JoeBiden,2022-10-20 01:34:00+00:00,49980,14906,"You paid for your Social Security. Every single paycheck from the time you started working.

Republicans want to put it on the chopping block."
1582851837576609794,JoeBiden,2022-10-19 21:51:00+00:00,32352,8384,"MAGA forces are determined to take this country backwards.

Backwards to an America where there is no right to choose, no right to privacy, no right to contraception, no right to marry who you love.

We can’t let that happen."
1582813086267777024,JoeBiden,2022-10-19 19:17:01+00:00,21887,5987,"I will never apologize for helping middle- and working-class Americans as they recover from the pandemic.

Especially not to Republicans who voted for a $2 trillion tax cut in the last administration that mainly benefitted the wealthiest Americans and the largest corporations."
1582765529105776640,JoeBiden,2022-10-19 16:08:03+00:00,2885,716,"Everything Democrats have fought so hard for is on the ballot in November, and we can't stop our progress. 

Can you help support Democrats with a donation before midnight?
https://t.co/jSpb5AuNRI"
1582725774594871297,JoeBiden,2022-10-19 13:30:04+00:00,5386,1381,"My good friend @BarackObama knows what is at stake in the midterm elections. If we elect more Democrats to Congress, we can codify Roe v. Wade and move forwards, not backwards.

Go to https://t.co/Hy8C4n0lUk to make your plan to vote. 
https://t.co/o8CQYr38fM"
1582516811350048768,JoeBiden,2022-10-18 23:39:44+00:00,8484,1842,"Together, we'll restore the right to choose for every woman in every state in America.

We can do this if we vote. Make a plan to vote at https://t.co/Hy8C4mJiSk."
1582467301844082695,JoeBiden,2022-10-18 20:23:00+00:00,23390,5357,It’s time to pass an assault weapons ban to keep our communities safe. https://t.co/M8KqBGhFJY
1582419442432061440,JoeBiden,2022-10-18 17:12:49+00:00,5794,1456,"The final say about your right to choose rests with you.

If you do your part and vote, Democratic leaders in Congress will do their part.

I’ll do my part.

With your support, I will sign a law codifying Roe in January.
https://t.co/Hy8C4n0lUk"
1582418009540292620,JoeBiden,2022-10-18 17:07:08+00:00,38061,8379,"We must elect more Democrats to the Senate and keep control of the House.

If we do that, here’s the promise I make to you and the American people:

The first bill I will send to Congress will be to codify Roe v. Wade. And when Congress passes it, I will sign it in January."
1582412615522783238,JoeBiden,2022-10-18 16:45:42+00:00,5112,1098,"MAGA Republicans don’t have a clue about the power of American women, but they’re about to find out. Tune in to hear how we’ll codify Roe v. Wade into law. https://t.co/pxoUTlJmbL"
1582387804083916801,JoeBiden,2022-10-18 15:07:06+00:00,10226,2060,"In total, more than 40 million Americans can stand to benefit from student debt relief. About 90% of that relief is going to go to people making less than $75,000 a year.

Let me be clear: Not a dime will go to those in the top 5% income bracket. Period."
1582172358378491905,JoeBiden,2022-10-18 00:51:00+00:00,13713,4131,"Republicans want a national ban on abortion—but if we elect two more Democratic senators and keep the House, we will codify Roe v. Wade. https://t.co/vyvNKzN1wG"
1582150969437360128,JoeBiden,2022-10-17 23:26:00+00:00,4775,1171,"With our votes, we have the power to move our country forward. Make a plan to vote early or on Election Day! https://t.co/Hy8C4mJiSk"
1582118510037446656,JoeBiden,2022-10-17 21:17:01+00:00,6514,1628,"We’re bringing relief to millions of borrowers who need it most. 

The application to apply for student debt relief is now open. Apply today: https://t.co/jHpKgsh7dY https://t.co/YJNYVSdBHt"
1582053892380012549,JoeBiden,2022-10-17 17:00:15+00:00,14243,3182,"Despite opposition from some of the most powerful special interests in the nation, we're lowering health care costs and strengthening Medicare. And we're fighting for folks who need our help."
1581790846277779456,JoeBiden,2022-10-16 23:35:00+00:00,25160,10063,A vast majority of House Republicans have signed on to a Republican budget to cut Medicare and Social Security.
1581768199267553280,JoeBiden,2022-10-16 22:05:01+00:00,20664,4542,"Thanks to the Inflation Reduction Act, no senior in America on Medicare will have to pay more than $2,000 a year for their prescriptions, no matter how much they cost."
1581684394720305153,JoeBiden,2022-10-16 16:32:00+00:00,21222,3998,"Instead of Infrastructure Week being a punch line under my predecessor, Infrastructure Decade is a headline on my watch."
1581435510463266816,JoeBiden,2022-10-16 00:03:02+00:00,25237,7894,"When it came time to help our seniors, every single Republican in Congress sided with Big Pharma. https://t.co/3R51RX5lMN"
1581383663521972225,JoeBiden,2022-10-15 20:37:00+00:00,25205,5447,"Yesterday, I issued an Executive Order directing the Department of Health and Human Services to put a plan on my desk within 90 days finding additional ways to lower prescription drug costs for seniors."
1581333332981604353,JoeBiden,2022-10-15 17:17:00+00:00,15284,3616,"Next month, voters will have to decide. 

Democrats are working to bring down the cost of things talked about around the kitchen table—from prescription drugs to health care and more. 

Republicans are campaigning every day on an agenda to raise your costs."
1581049730565832705,JoeBiden,2022-10-14 22:30:04+00:00,67242,12757,The choice is clear. https://t.co/eHHawQoTsP
1581024045575045121,JoeBiden,2022-10-14 20:48:01+00:00,21864,4399,"Social Security benefits will go up by an average of $140 a month.

For the first time in 10 years, Social Security checks will go up while Medicare premiums go down."
1580996924366553088,JoeBiden,2022-10-14 19:00:14+00:00,8993,1976,"The Inflation Reduction Act locks in lower health care premiums for 13 million people, lowers seniors’ prescription drug prices, and caps their out-of-pocket expenses for prescription drugs at the pharmacy at $2,000 per year."
1580969439247233039,JoeBiden,2022-10-14 17:11:01+00:00,2862,622,"We have 25 days left until the midterm elections to elect Democrats up and down the ballot. 

You can support @TheDemocrats’ efforts to fight back against MAGA Republicans ahead of this critical election by chipping in before the FEC deadline: 
https://t.co/fFpE7Ynaqu"
1580704444701822976,JoeBiden,2022-10-13 23:38:02+00:00,74799,19623,"So much is at stake in these midterm elections, folks. https://t.co/6faoJ4nwia"
1580660907205480448,JoeBiden,2022-10-13 20:45:02+00:00,18053,2970,"In my first year in office, I protected more lands and water than any American president since John F. Kennedy. After the previous administration rolled back protections, I restored full protections to three national monuments in Utah and New England."
1580618624116854784,JoeBiden,2022-10-13 17:57:01+00:00,7849,1757,"Imagine if we elect two more Democrats to the Senate and keep the House. We'll codify Roe v. Wade, protect voting rights, and so much more.

Check your voter registration at https://t.co/Hy8C4mJiSk today."
1580357405522948096,JoeBiden,2022-10-13 00:39:01+00:00,14762,4820,"We capped insulin costs for people on Medicare, but a lot of our Republican friends said, “No, we’re not going to do it for other people.” https://t.co/aKtDlTKiaA"
1580332990047039489,JoeBiden,2022-10-12 23:02:00+00:00,10702,1670,"Today, using authorities under the Antiquities Act, I’m establishing the Camp Hale Continental Divide National Monument. 

This is the first new national monument of my presidency under this authority."
1580294737419939840,JoeBiden,2022-10-12 20:30:00+00:00,8507,3035,"In this November’s midterm elections, Democrats, Independents, and mainstream Republicans can come together to reject extreme MAGA Republicans. https://t.co/v8K5KwNzc3"
1580233090957737985,JoeBiden,2022-10-12 16:25:02+00:00,5308,1417,Senator Rick Scott has made it clear that he thinks Social Security and Medicare should be on the chopping block every five years. But we won't let him and the MAGA Republicans try to get their way: https://t.co/Hy8C4mJiSk.
1580002310809423872,JoeBiden,2022-10-12 01:08:00+00:00,41123,11751,"158 House Republicans have signed on to a Republican budget that would cut Social Security and Medicare.

I have a different idea: I’ll protect Social Security and Medicare and make them stronger."
1579897879174721536,JoeBiden,2022-10-11 18:13:02+00:00,3810,813,"With only 28 days until the midterm elections, the stakes are clear: Republicans want a national abortion ban. Democrats want to codify Roe. 

Can you contribute to help elect Democrats up and down the ballot? 
https://t.co/udGGj8j2jJ"
1579652252628836353,JoeBiden,2022-10-11 01:57:00+00:00,21987,7142,Ask yourself: Do you want to put your Social Security into the hands of Ted Cruz and Marjorie Taylor Greene? https://t.co/cs7XYruduV
1579567195868176385,JoeBiden,2022-10-10 20:19:01+00:00,62327,13283,"Every single Democrat voted for the Inflation Reduction Act.

Every single Republican voted against it."
1579277785255710720,JoeBiden,2022-10-10 01:09:00+00:00,24321,5855,"Republicans want a national ban on abortion—but if you give me two more Democratic senators and Democrats keep the House, I promise you we will codify Roe v. Wade. https://t.co/lkE2epWZiL"
1579238024717533184,JoeBiden,2022-10-09 22:31:00+00:00,19430,3430,"The CHIPs and Science Act will help ensure tens of thousands of new, high-paying construction jobs."
1579160012521234432,JoeBiden,2022-10-09 17:21:01+00:00,34963,5986,"Our economy created 263,000 jobs last month. That's 10 million jobs since I came into office—the fastest job growth at any point of any president in all of American history."
